BUILDING_NUMBER,BUILDING_NAME_LONG,BUILDING_GROUP_LEVEL1,CLUSTER_NUM,BUILDING_TYPE,BUILDING_USE,SITE,CAMPUS_SECTOR,YEAR_CONST_BEGAN,YEAR_OCCUPIED,LATITUDE_WGS,LONGITUDE_WGS,OWNERSHIP_TYPE,BUILDING_HEIGHT,NUM_OF_ROOMS,EXT_GROSS_AREA,ASSIGNABLE_AREA,NON_ASSIGNABLE_AREA,BLDG_SRV,CIRCULAT,CLASSRMS,GENERAL,HEALTH,LABS,MECHANIC,OFFICES,RESIDENT,SPECIAL,STUDY,SUPPORT,UNCLASS,USEABLE_AREA,STRUCT_AREA,LEVEL3_CATEGORY,LEVEL2_CATEGORY,NUMBER_OF_UNITS,UNIT_OF_MEASURE,START_DATE,END_DATE,START_DATE_USE
E40,The Muckley Building,Non-CUP,Office & Mixed Use,ACADEMIC,AER,MIT,EAST,1930,1969,42.36116319,-71.08485302,OWNED,64.5,527,106747.05,72768.64,23592.62,2508.54,9292.13,2255.57,73.72,0,1776.86,11791.95,64002.71,0,0,0,4659.78,0,96361.26,10385.79,Water,Purchased,25,CCF,2/1/2020,2/29/2020,11/1/2019
E51,Jack C Tang Center For Management Education,Non-CUP,Office & Mixed Use,ACADEMIC,AER,MIT,EAST,1944,1980,42.36055421,-71.08449242,OWNED,60,311,107990.76,52885.87,42539.55,3009.96,21865.36,27014.1,2415.5,0,0,17664.23,21680.34,0,0,431.21,1344.72,0,95425.42,12565.34,Water,Purchased,330,CCF,5/1/2019,5/31/2019,2/1/2019
E51,Jack C Tang Center For Management Education,Non-CUP,Office & Mixed Use,ACADEMIC,AER,MIT,EAST,1944,1980,42.36055421,-71.08449242,OWNED,60,311,107990.76,52885.87,42539.55,3009.96,21865.36,27014.1,2415.5,0,0,17664.23,21680.34,0,0,431.21,1344.72,0,95425.42,12565.34,Water,Purchased,150,CCF,8/1/2019,8/31/2019,5/1/2019
E51,Jack C Tang Center For Management Education,Non-CUP,Office & Mixed Use,ACADEMIC,AER,MIT,EAST,1944,1980,42.36055421,-71.08449242,OWNED,60,311,107990.76,52885.87,42539.55,3009.96,21865.36,27014.1,2415.5,0,0,17664.23,21680.34,0,0,431.21,1344.72,0,95425.42,12565.34,Water,Purchased,150,CCF,11/1/2019,11/30/2019,8/1/2019
E51,Jack C Tang Center For Management Education,Non-CUP,Office & Mixed Use,ACADEMIC,AER,MIT,EAST,1944,1980,42.36055421,-71.08449242,OWNED,60,311,107990.76,52885.87,42539.55,3009.96,21865.36,27014.1,2415.5,0,0,17664.23,21680.34,0,0,431.21,1344.72,0,95425.42,12565.34,Water,Purchased,160,CCF,2/1/2020,2/29/2020,11/1/2019
E52,MORRIS & SOPHIE CHANG BUILDING,Non-CUP,Office & Mixed Use,ACADEMIC,AER,MIT,EAST,1938,1952,42.36073592,-71.08367668,OWNED,97.4,576,161974.43,95474.72,47742,4109.67,30639.64,2228.46,10689.6,0,0,12992.69,82385.14,0,0,0,171.52,0,143216.72,18757.71,Water,Purchased,580,CCF,5/1/2019,5/31/2019,2/1/2019
E52,MORRIS & SOPHIE CHANG BUILDING,Non-CUP,Office & Mixed Use,ACADEMIC,AER,MIT,EAST,1938,1952,42.36073592,-71.08367668,OWNED,97.4,576,161974.43,95474.72,47742,4109.67,30639.64,2228.46,10689.6,0,0,12992.69,82385.14,0,0,0,171.52,0,143216.72,18757.71,Water,Purchased,671,CCF,8/1/2019,8/31/2019,5/1/2019
E52,MORRIS & SOPHIE CHANG BUILDING,Non-CUP,Office & Mixed Use,ACADEMIC,AER,MIT,EAST,1938,1952,42.36073592,-71.08367668,OWNED,97.4,576,161974.43,95474.72,47742,4109.67,30639.64,2228.46,10689.6,0,0,12992.69,82385.14,0,0,0,171.52,0,143216.72,18757.71,Water,Purchased,522,CCF,11/1/2019,11/30/2019,8/1/2019
E52,MORRIS & SOPHIE CHANG BUILDING,Non-CUP,Office & Mixed Use,ACADEMIC,AER,MIT,EAST,1938,1952,42.36073592,-71.08367668,OWNED,97.4,576,161974.43,95474.72,47742,4109.67,30639.64,2228.46,10689.6,0,0,12992.69,82385.14,0,0,0,171.52,0,143216.72,18757.71,Water,Purchased,562,CCF,2/1/2020,2/29/2020,11/1/2019
E53,Grover M Hermann Building,Non-CUP,Office & Mixed Use,ACADEMIC,AER,MIT,EAST,1964,1965,42.36118818,-71.08359227,OWNED,72.2,289,95445.1,63262.63,25292.7,2025.07,13593.39,574.88,0,0,0,9674.24,28274.98,0,0,24010.08,10216.53,186.16,88555.33,6889.77,Water,Purchased,4,CCF,5/1/2019,5/31/2019,2/1/2019
E53,Grover M Hermann Building,Non-CUP,Office & Mixed Use,ACADEMIC,AER,MIT,EAST,1964,1965,42.36118818,-71.08359227,OWNED,72.2,289,95445.1,63262.63,25292.7,2025.07,13593.39,574.88,0,0,0,9674.24,28274.98,0,0,24010.08,10216.53,186.16,88555.33,6889.77,Water,Purchased,34,CCF,8/1/2019,8/31/2019,5/1/2019
E53,Grover M Hermann Building,Non-CUP,Office & Mixed Use,ACADEMIC,AER,MIT,EAST,1964,1965,42.36118818,-71.08359227,OWNED,72.2,289,95445.1,63262.63,25292.7,2025.07,13593.39,574.88,0,0,0,9674.24,28274.98,0,0,24010.08,10216.53,186.16,88555.33,6889.77,Water,Purchased,81,CCF,11/1/2019,11/30/2019,8/1/2019
E53,Grover M Hermann Building,Non-CUP,Office & Mixed Use,ACADEMIC,AER,MIT,EAST,1964,1965,42.36118818,-71.08359227,OWNED,72.2,289,95445.1,63262.63,25292.7,2025.07,13593.39,574.88,0,0,0,9674.24,28274.98,0,0,24010.08,10216.53,186.16,88555.33,6889.77,Water,Purchased,102,CCF,2/1/2020,2/29/2020,11/1/2019
E55,Eastgate Married Student Housing,Non-CUP,Residential,RESIDENT,DHOA,MIT,EAST,1965,1967,42.36173608,-71.08390876,OWNED,272.8,466,172309.33,120517.81,28758.1,345.93,22095.17,0,3206.29,0,0,6317,480.37,116679.8,0,0,151.35,0,149275.91,23033.42,Water,Purchased,2337,CCF,5/1/2019,5/31/2019,2/1/2019
E55,Eastgate Married Student Housing,Non-CUP,Residential,RESIDENT,DHOA,MIT,EAST,1965,1967,42.36173608,-71.08390876,OWNED,272.8,466,172309.33,120517.81,28758.1,345.93,22095.17,0,3206.29,0,0,6317,480.37,116679.8,0,0,151.35,0,149275.91,23033.42,Water,Purchased,2411,CCF,8/1/2019,8/31/2019,5/1/2019
E55,Eastgate Married Student Housing,Non-CUP,Residential,RESIDENT,DHOA,MIT,EAST,1965,1967,42.36173608,-71.08390876,OWNED,272.8,466,172309.33,120517.81,28758.1,345.93,22095.17,0,3206.29,0,0,6317,480.37,116679.8,0,0,151.35,0,149275.91,23033.42,Water,Purchased,2127,CCF,11/1/2019,11/30/2019,8/1/2019
E55,Eastgate Married Student Housing,Non-CUP,Residential,RESIDENT,DHOA,MIT,EAST,1965,1967,42.36173608,-71.08390876,OWNED,272.8,466,172309.33,120517.81,28758.1,345.93,22095.17,0,3206.29,0,0,6317,480.37,116679.8,0,0,151.35,0,149275.91,23033.42,Water,Purchased,2020,CCF,2/1/2020,2/29/2020,11/1/2019
E60,Arthur D Little Building,Non-CUP,Office & Mixed Use,ACADEMIC,AER,MIT,EAST,1917,1994,42.36117731,-71.08217568,OWNED,NA,141,30130.11,12961.15,12858.51,1280.76,8111.08,0,0,0,0,3466.67,12875.72,0,0,0,85.43,0,25819.66,4310.45,Water,Purchased,38,CCF,5/1/2019,5/31/2019,2/1/2019
E60,Arthur D Little Building,Non-CUP,Office & Mixed Use,ACADEMIC,AER,MIT,EAST,1917,1994,42.36117731,-71.08217568,OWNED,NA,141,30130.11,12961.15,12858.51,1280.76,8111.08,0,0,0,0,3466.67,12875.72,0,0,0,85.43,0,25819.66,4310.45,Water,Purchased,39,CCF,8/1/2019,8/31/2019,5/1/2019
E60,Arthur D Little Building,Non-CUP,Office & Mixed Use,ACADEMIC,AER,MIT,EAST,1917,1994,42.36117731,-71.08217568,OWNED,NA,141,30130.11,12961.15,12858.51,1280.76,8111.08,0,0,0,0,3466.67,12875.72,0,0,0,85.43,0,25819.66,4310.45,Water,Purchased,44,CCF,11/1/2019,11/30/2019,8/1/2019
E60,Arthur D Little Building,Non-CUP,Office & Mixed Use,ACADEMIC,AER,MIT,EAST,1917,1994,42.36117731,-71.08217568,OWNED,NA,141,30130.11,12961.15,12858.51,1280.76,8111.08,0,0,0,0,3466.67,12875.72,0,0,0,85.43,0,25819.66,4310.45,Water,Purchased,33,CCF,2/1/2020,2/29/2020,11/1/2019
E62,Building E62,Non-CUP,Office & Mixed Use,ACADEMIC,AER,MIT,EAST,NA,NA,42.36134747,-71.08265495,OWNED,NA,604,213879.709,113929.71,76842.54,4095.74,57146.61,23672.82,15125.06,0,0,15600.19,75036.27,0,0,0,95.56,0,190772.25,23107.459,Water,Purchased,89,CCF,8/1/2019,8/31/2019,5/1/2019
E62,Building E62,Non-CUP,Office & Mixed Use,ACADEMIC,AER,MIT,EAST,NA,NA,42.36134747,-71.08265495,OWNED,NA,604,213879.709,113929.71,76842.54,4095.74,57146.61,23672.82,15125.06,0,0,15600.19,75036.27,0,0,0,95.56,0,190772.25,23107.459,Water,Purchased,538,CCF,11/1/2019,11/30/2019,8/1/2019
E62,Building E62,Non-CUP,Office & Mixed Use,ACADEMIC,AER,MIT,EAST,NA,NA,42.36134747,-71.08265495,OWNED,NA,604,213879.709,113929.71,76842.54,4095.74,57146.61,23672.82,15125.06,0,0,15600.19,75036.27,0,0,0,95.56,0,190772.25,23107.459,Water,Purchased,24,CCF,2/1/2020,2/29/2020,11/1/2019
N51,Building N51,Non-CUP,Office & Mixed Use,ACADEMIC,AER,MIT,NORTH,1924,1964,42.36228442,-71.09762771,OWNED,50.9,128,44980.93,32644.6,8418.18,1210.99,5798.18,2301.57,11081.15,0,4915.85,1409.01,14005.62,0,0,0,340.41,0,41062.78,3918.15,Water,Purchased,140,CCF,5/1/2019,5/31/2019,2/1/2019
N51,Building N51,Non-CUP,Office & Mixed Use,ACADEMIC,AER,MIT,NORTH,1924,1964,42.36228442,-71.09762771,OWNED,50.9,128,44980.93,32644.6,8418.18,1210.99,5798.18,2301.57,11081.15,0,4915.85,1409.01,14005.62,0,0,0,340.41,0,41062.78,3918.15,Water,Purchased,290,CCF,8/1/2019,8/31/2019,5/1/2019
N51,Building N51,Non-CUP,Office & Mixed Use,ACADEMIC,AER,MIT,NORTH,1924,1964,42.36228442,-71.09762771,OWNED,50.9,128,44980.93,32644.6,8418.18,1210.99,5798.18,2301.57,11081.15,0,4915.85,1409.01,14005.62,0,0,0,340.41,0,41062.78,3918.15,Water,Purchased,75,CCF,11/1/2019,11/30/2019,8/1/2019
N51,Building N51,Non-CUP,Office & Mixed Use,ACADEMIC,AER,MIT,NORTH,1924,1964,42.36228442,-71.09762771,OWNED,50.9,128,44980.93,32644.6,8418.18,1210.99,5798.18,2301.57,11081.15,0,4915.85,1409.01,14005.62,0,0,0,340.41,0,41062.78,3918.15,Water,Purchased,105,CCF,2/1/2020,2/29/2020,11/1/2019
N52,MIT Museum,Non-CUP,Office & Mixed Use,ACADEMIC,AER,MIT,NORTH,1924,1964,42.36227273,-71.09718823,OWNED,56.8,320,103874.44,71487.37,21208.21,923.84,14050.5,2674.29,24635.92,0,14390.09,6233.87,28206.81,0,0,0,1580.26,0,92695.58,11178.86,Water,Purchased,140,CCF,5/1/2019,5/31/2019,2/1/2019
N52,MIT Museum,Non-CUP,Office & Mixed Use,ACADEMIC,AER,MIT,NORTH,1924,1964,42.36227273,-71.09718823,OWNED,56.8,320,103874.44,71487.37,21208.21,923.84,14050.5,2674.29,24635.92,0,14390.09,6233.87,28206.81,0,0,0,1580.26,0,92695.58,11178.86,Water,Purchased,290,CCF,8/1/2019,8/31/2019,5/1/2019
N52,MIT Museum,Non-CUP,Office & Mixed Use,ACADEMIC,AER,MIT,NORTH,1924,1964,42.36227273,-71.09718823,OWNED,56.8,320,103874.44,71487.37,21208.21,923.84,14050.5,2674.29,24635.92,0,14390.09,6233.87,28206.81,0,0,0,1580.26,0,92695.58,11178.86,Water,Purchased,75,CCF,11/1/2019,11/30/2019,8/1/2019
N52,MIT Museum,Non-CUP,Office & Mixed Use,ACADEMIC,AER,MIT,NORTH,1924,1964,42.36227273,-71.09718823,OWNED,56.8,320,103874.44,71487.37,21208.21,923.84,14050.5,2674.29,24635.92,0,14390.09,6233.87,28206.81,0,0,0,1580.26,0,92695.58,11178.86,Water,Purchased,105,CCF,2/1/2020,2/29/2020,11/1/2019
N57,Building N57,Non-CUP,Office & Mixed Use,SERVICE,AER,MIT,NORTH,1922,1964,42.3630114,-71.09882964,OWNED,78.2,54,46882.29,41521.21,3021.22,0,2436.87,0,0,0,0,584.35,1752.79,0,0,37423.88,2344.54,0,44542.43,2339.86,Water,Purchased,3,CCF,5/1/2019,5/31/2019,2/1/2019
N57,Building N57,Non-CUP,Office & Mixed Use,SERVICE,AER,MIT,NORTH,1922,1964,42.3630114,-71.09882964,OWNED,78.2,54,46882.29,41521.21,3021.22,0,2436.87,0,0,0,0,584.35,1752.79,0,0,37423.88,2344.54,0,44542.43,2339.86,Water,Purchased,4,CCF,8/1/2019,8/31/2019,5/1/2019
N57,Building N57,Non-CUP,Office & Mixed Use,SERVICE,AER,MIT,NORTH,1922,1964,42.3630114,-71.09882964,OWNED,78.2,54,46882.29,41521.21,3021.22,0,2436.87,0,0,0,0,584.35,1752.79,0,0,37423.88,2344.54,0,44542.43,2339.86,Water,Purchased,4,CCF,11/1/2019,11/30/2019,8/1/2019
N57,Building N57,Non-CUP,Office & Mixed Use,SERVICE,AER,MIT,NORTH,1922,1964,42.3630114,-71.09882964,OWNED,78.2,54,46882.29,41521.21,3021.22,0,2436.87,0,0,0,0,584.35,1752.79,0,0,37423.88,2344.54,0,44542.43,2339.86,Water,Purchased,3,CCF,2/1/2020,2/29/2020,11/1/2019
N9,Superconducting Generator Test Facility,Non-CUP,Lab Dominant,ACADEMIC,AER,MIT,NORTH,NA,1978,42.36095321,-71.09519377,OWNED,32.7,16,5882.04,5345.17,160.86,0,0,0,0,0,5280.64,160.86,64.53,0,0,0,0,0,5506.03,376.01,Water,Purchased,8,CCF,5/1/2019,5/31/2019,2/1/2019
N9,Superconducting Generator Test Facility,Non-CUP,Lab Dominant,ACADEMIC,AER,MIT,NORTH,NA,1978,42.36095321,-71.09519377,OWNED,32.7,16,5882.04,5345.17,160.86,0,0,0,0,0,5280.64,160.86,64.53,0,0,0,0,0,5506.03,376.01,Water,Purchased,6,CCF,8/1/2019,8/31/2019,5/1/2019
N9,Superconducting Generator Test Facility,Non-CUP,Lab Dominant,ACADEMIC,AER,MIT,NORTH,NA,1978,42.36095321,-71.09519377,OWNED,32.7,16,5882.04,5345.17,160.86,0,0,0,0,0,5280.64,160.86,64.53,0,0,0,0,0,5506.03,376.01,Water,Purchased,3,CCF,11/1/2019,11/30/2019,8/1/2019
N9,Superconducting Generator Test Facility,Non-CUP,Lab Dominant,ACADEMIC,AER,MIT,NORTH,NA,1978,42.36095321,-71.09519377,OWNED,32.7,16,5882.04,5345.17,160.86,0,0,0,0,0,5280.64,160.86,64.53,0,0,0,0,0,5506.03,376.01,Water,Purchased,4,CCF,2/1/2020,2/29/2020,11/1/2019
NW10,Edgerton House,Non-CUP,Residential,RESIDENT,DHOA,MIT,NORTHWEST,1922,NA,42.36032016,-71.09813729,OWNED,56.5,261,132529.78,82590.37,31474.13,864.17,24541.91,0,3937.21,0,0,6068.05,512.77,77693.07,0,0,447.32,0,114064.5,18465.28,Water,Purchased,1087,CCF,5/1/2019,5/31/2019,2/1/2019
NW10,Edgerton House,Non-CUP,Residential,RESIDENT,DHOA,MIT,NORTHWEST,1922,NA,42.36032016,-71.09813729,OWNED,56.5,261,132529.78,82590.37,31474.13,864.17,24541.91,0,3937.21,0,0,6068.05,512.77,77693.07,0,0,447.32,0,114064.5,18465.28,Water,Purchased,1250,CCF,8/1/2019,8/31/2019,5/1/2019
NW10,Edgerton House,Non-CUP,Residential,RESIDENT,DHOA,MIT,NORTHWEST,1922,NA,42.36032016,-71.09813729,OWNED,56.5,261,132529.78,82590.37,31474.13,864.17,24541.91,0,3937.21,0,0,6068.05,512.77,77693.07,0,0,447.32,0,114064.5,18465.28,Water,Purchased,1933,CCF,11/1/2019,11/30/2019,8/1/2019
NW10,Edgerton House,Non-CUP,Residential,RESIDENT,DHOA,MIT,NORTHWEST,1922,NA,42.36032016,-71.09813729,OWNED,56.5,261,132529.78,82590.37,31474.13,864.17,24541.91,0,3937.21,0,0,6068.05,512.77,77693.07,0,0,447.32,0,114064.5,18465.28,Water,Purchased,1165,CCF,2/1/2020,2/29/2020,11/1/2019
NW12_NW12A,Nuclear Reactor Laboratory,Non-CUP,Lab & Mixed Use,NA,NA,MIT,NA,NA,NA,NA,NA,OWNED,NA,168,50695.06,35326.59,9761.49,827.45,6695.7,1155.63,0,0,21732.45,2238.34,10360.98,0,0,0,2077.53,0,45088.08,5606.98,Water,Purchased,4544,CCF,5/1/2019,5/31/2019,2/1/2019
NW12_NW12A,Nuclear Reactor Laboratory,Non-CUP,Lab & Mixed Use,NA,NA,MIT,NA,NA,NA,NA,NA,OWNED,NA,168,50695.06,35326.59,9761.49,827.45,6695.7,1155.63,0,0,21732.45,2238.34,10360.98,0,0,0,2077.53,0,45088.08,5606.98,Water,Purchased,6147,CCF,8/1/2019,8/31/2019,5/1/2019
NW12_NW12A,Nuclear Reactor Laboratory,Non-CUP,Lab & Mixed Use,NA,NA,MIT,NA,NA,NA,NA,NA,OWNED,NA,168,50695.06,35326.59,9761.49,827.45,6695.7,1155.63,0,0,21732.45,2238.34,10360.98,0,0,0,2077.53,0,45088.08,5606.98,Water,Purchased,5320,CCF,11/1/2019,11/30/2019,8/1/2019
NW12_NW12A,Nuclear Reactor Laboratory,Non-CUP,Lab & Mixed Use,NA,NA,MIT,NA,NA,NA,NA,NA,OWNED,NA,168,50695.06,35326.59,9761.49,827.45,6695.7,1155.63,0,0,21732.45,2238.34,10360.98,0,0,0,2077.53,0,45088.08,5606.98,Water,Purchased,3057,CCF,2/1/2020,2/29/2020,11/1/2019
NW13,Building NW13,Non-CUP,Lab & Mixed Use,ACADEMIC,AER,MIT,NORTHWEST,NA,1963,42.3598849,-71.09736187,OWNED,28.3,144,61937.11,46938.1,9916.4,622.1,7283.31,0,0,0,40738.43,2010.99,3522.25,0,0,0,2677.42,0,56854.5,5082.61,Water,Purchased,43,CCF,5/1/2019,5/31/2019,2/1/2019
NW13,Building NW13,Non-CUP,Lab & Mixed Use,ACADEMIC,AER,MIT,NORTHWEST,NA,1963,42.3598849,-71.09736187,OWNED,28.3,144,61937.11,46938.1,9916.4,622.1,7283.31,0,0,0,40738.43,2010.99,3522.25,0,0,0,2677.42,0,56854.5,5082.61,Water,Purchased,32,CCF,8/1/2019,8/31/2019,5/1/2019
NW13,Building NW13,Non-CUP,Lab & Mixed Use,ACADEMIC,AER,MIT,NORTHWEST,NA,1963,42.3598849,-71.09736187,OWNED,28.3,144,61937.11,46938.1,9916.4,622.1,7283.31,0,0,0,40738.43,2010.99,3522.25,0,0,0,2677.42,0,56854.5,5082.61,Water,Purchased,28,CCF,11/1/2019,11/30/2019,8/1/2019
NW13,Building NW13,Non-CUP,Lab & Mixed Use,ACADEMIC,AER,MIT,NORTHWEST,NA,1963,42.3598849,-71.09736187,OWNED,28.3,144,61937.11,46938.1,9916.4,622.1,7283.31,0,0,0,40738.43,2010.99,3522.25,0,0,0,2677.42,0,56854.5,5082.61,Water,Purchased,28,CCF,2/1/2020,2/29/2020,11/1/2019
NW14,Francis Bitter Magnet Laboratory (NW14),Non-CUP,Lab & Mixed Use,ACADEMIC,AER,MIT,NORTHWEST,1913,1962,42.35963208,-71.09789884,OWNED,75.7,402,144673.42,101485.34,34011.23,2493.97,20447.62,1541.11,0,0,77479.91,11069.64,20389.43,0,0,0,2074.89,0,135496.57,9176.85,Water,Purchased,1000,CCF,5/1/2019,5/31/2019,2/1/2019
NW14,Francis Bitter Magnet Laboratory (NW14),Non-CUP,Lab & Mixed Use,ACADEMIC,AER,MIT,NORTHWEST,1913,1962,42.35963208,-71.09789884,OWNED,75.7,402,144673.42,101485.34,34011.23,2493.97,20447.62,1541.11,0,0,77479.91,11069.64,20389.43,0,0,0,2074.89,0,135496.57,9176.85,Water,Purchased,700,CCF,8/1/2019,8/31/2019,5/1/2019
NW14,Francis Bitter Magnet Laboratory (NW14),Non-CUP,Lab & Mixed Use,ACADEMIC,AER,MIT,NORTHWEST,1913,1962,42.35963208,-71.09789884,OWNED,75.7,402,144673.42,101485.34,34011.23,2493.97,20447.62,1541.11,0,0,77479.91,11069.64,20389.43,0,0,0,2074.89,0,135496.57,9176.85,Water,Purchased,640,CCF,11/1/2019,11/30/2019,8/1/2019
NW14,Francis Bitter Magnet Laboratory (NW14),Non-CUP,Lab & Mixed Use,ACADEMIC,AER,MIT,NORTHWEST,1913,1962,42.35963208,-71.09789884,OWNED,75.7,402,144673.42,101485.34,34011.23,2493.97,20447.62,1541.11,0,0,77479.91,11069.64,20389.43,0,0,0,2074.89,0,135496.57,9176.85,Water,Purchased,900,CCF,2/1/2020,2/29/2020,11/1/2019
NW16,Plasma Science And Fusion Center (NW16),Non-CUP,Lab & Mixed Use,ACADEMIC,AER,MIT,NORTHWEST,1980,1981,42.3600321,-71.09871532,OWNED,34,171,50148.39,31109.74,14770.8,900.49,11410.3,0,0,0,12421.45,2460.01,17803.84,0,0,0,245.19,639.26,45880.54,4267.85,Water,Purchased,32,CCF,5/1/2019,5/31/2019,2/1/2019
NW16,Plasma Science And Fusion Center (NW16),Non-CUP,Lab & Mixed Use,ACADEMIC,AER,MIT,NORTHWEST,1980,1981,42.3600321,-71.09871532,OWNED,34,171,50148.39,31109.74,14770.8,900.49,11410.3,0,0,0,12421.45,2460.01,17803.84,0,0,0,245.19,639.26,45880.54,4267.85,Water,Purchased,33,CCF,8/1/2019,8/31/2019,5/1/2019
NW16,Plasma Science And Fusion Center (NW16),Non-CUP,Lab & Mixed Use,ACADEMIC,AER,MIT,NORTHWEST,1980,1981,42.3600321,-71.09871532,OWNED,34,171,50148.39,31109.74,14770.8,900.49,11410.3,0,0,0,12421.45,2460.01,17803.84,0,0,0,245.19,639.26,45880.54,4267.85,Water,Purchased,161,CCF,11/1/2019,11/30/2019,8/1/2019
NW16,Plasma Science And Fusion Center (NW16),Non-CUP,Lab & Mixed Use,ACADEMIC,AER,MIT,NORTHWEST,1980,1981,42.3600321,-71.09871532,OWNED,34,171,50148.39,31109.74,14770.8,900.49,11410.3,0,0,0,12421.45,2460.01,17803.84,0,0,0,245.19,639.26,45880.54,4267.85,Water,Purchased,131,CCF,2/1/2020,2/29/2020,11/1/2019
NW21,Plasma Science And Fusion Center (NW21),Non-CUP,Lab & Mixed Use,ACADEMIC,AER,MIT,NORTHWEST,1899,1980,42.3590636,-71.09914629,OWNED,43.6,145,124096.66,64826.08,44998.01,788.6,7145.28,0,0,0,57197.75,37064.13,7050.86,0,0,0,577.47,0,109824.09,14272.57,Water,Purchased,68,CCF,5/1/2019,5/31/2019,2/1/2019
NW21,Plasma Science And Fusion Center (NW21),Non-CUP,Lab & Mixed Use,ACADEMIC,AER,MIT,NORTHWEST,1899,1980,42.3590636,-71.09914629,OWNED,43.6,145,124096.66,64826.08,44998.01,788.6,7145.28,0,0,0,57197.75,37064.13,7050.86,0,0,0,577.47,0,109824.09,14272.57,Water,Purchased,68,CCF,8/1/2019,8/31/2019,5/1/2019
NW21,Plasma Science And Fusion Center (NW21),Non-CUP,Lab & Mixed Use,ACADEMIC,AER,MIT,NORTHWEST,1899,1980,42.3590636,-71.09914629,OWNED,43.6,145,124096.66,64826.08,44998.01,788.6,7145.28,0,0,0,57197.75,37064.13,7050.86,0,0,0,577.47,0,109824.09,14272.57,Water,Purchased,39,CCF,11/1/2019,11/30/2019,8/1/2019
NW21,Plasma Science And Fusion Center (NW21),Non-CUP,Lab & Mixed Use,ACADEMIC,AER,MIT,NORTHWEST,1899,1980,42.3590636,-71.09914629,OWNED,43.6,145,124096.66,64826.08,44998.01,788.6,7145.28,0,0,0,57197.75,37064.13,7050.86,0,0,0,577.47,0,109824.09,14272.57,Water,Purchased,68,CCF,2/1/2020,2/29/2020,11/1/2019
NW22,Plasma Science And Fusion Center (NW22),Non-CUP,Lab & Mixed Use,ACADEMIC,AER,MIT,NORTHWEST,NA,1992,42.35963862,-71.09972313,OWNED,33.7,158,49002.27,39630.57,5649.71,642.22,2983.95,0,0,0,20612.01,2023.54,18609.94,0,0,0,408.62,0,45280.28,3721.99,Water,Purchased,33,CCF,5/1/2019,5/31/2019,2/1/2019
NW22,Plasma Science And Fusion Center (NW22),Non-CUP,Lab & Mixed Use,ACADEMIC,AER,MIT,NORTHWEST,NA,1992,42.35963862,-71.09972313,OWNED,33.7,158,49002.27,39630.57,5649.71,642.22,2983.95,0,0,0,20612.01,2023.54,18609.94,0,0,0,408.62,0,45280.28,3721.99,Water,Purchased,35,CCF,8/1/2019,8/31/2019,5/1/2019
NW22,Plasma Science And Fusion Center (NW22),Non-CUP,Lab & Mixed Use,ACADEMIC,AER,MIT,NORTHWEST,NA,1992,42.35963862,-71.09972313,OWNED,33.7,158,49002.27,39630.57,5649.71,642.22,2983.95,0,0,0,20612.01,2023.54,18609.94,0,0,0,408.62,0,45280.28,3721.99,Water,Purchased,33,CCF,11/1/2019,11/30/2019,8/1/2019
NW22,Plasma Science And Fusion Center (NW22),Non-CUP,Lab & Mixed Use,ACADEMIC,AER,MIT,NORTHWEST,NA,1992,42.35963862,-71.09972313,OWNED,33.7,158,49002.27,39630.57,5649.71,642.22,2983.95,0,0,0,20612.01,2023.54,18609.94,0,0,0,408.62,0,45280.28,3721.99,Water,Purchased,30,CCF,2/1/2020,2/29/2020,11/1/2019
NW23,BUILDING NW23,Non-CUP,Office,SERVICE,(NULL),MIT,NORTHWEST,1925,2016,NA,NA,OWNED,0,312,51156.85,39138.86,7114.11,1362.42,2332.49,0,125.16,0,0,3419.2,39013.7,0,0,0,0,0,46252.97,4903.88,Water,Purchased,113,CCF,5/1/2019,5/31/2019,2/1/2019
NW23,BUILDING NW23,Non-CUP,Office,SERVICE,(NULL),MIT,NORTHWEST,1925,2016,NA,NA,OWNED,0,312,51156.85,39138.86,7114.11,1362.42,2332.49,0,125.16,0,0,3419.2,39013.7,0,0,0,0,0,46252.97,4903.88,Water,Purchased,75,CCF,8/1/2019,8/31/2019,5/1/2019
NW23,BUILDING NW23,Non-CUP,Office,SERVICE,(NULL),MIT,NORTHWEST,1925,2016,NA,NA,OWNED,0,312,51156.85,39138.86,7114.11,1362.42,2332.49,0,125.16,0,0,3419.2,39013.7,0,0,0,0,0,46252.97,4903.88,Water,Purchased,67,CCF,11/1/2019,11/30/2019,8/1/2019
NW23,BUILDING NW23,Non-CUP,Office,SERVICE,(NULL),MIT,NORTHWEST,1925,2016,NA,NA,OWNED,0,312,51156.85,39138.86,7114.11,1362.42,2332.49,0,125.16,0,0,3419.2,39013.7,0,0,0,0,0,46252.97,4903.88,Water,Purchased,63,CCF,2/1/2020,2/29/2020,11/1/2019
NW30,BUILDING NW30,Non-CUP,Residential,RESIDENT,DHOA,MIT,NORTHWEST,1904,1958,42.35864725,-71.09997287,OWNED,75,253,85812.19,50037.19,23321.62,588.17,17124.49,0,3854.54,0,0,5608.96,744.69,43169.45,0,383.86,1884.65,0,73358.81,12453.38,Water,Purchased,842,CCF,5/1/2019,5/31/2019,2/1/2019
